# Daggerfall N per-frame ENVIRONMENT log -- one line per
# PRESENTED frame, taken at the set_environment() call.
# frame dark lights sun_x sun_y sun_z sun_lum amb_lum moon_light eye_x eye_y eye_z
165 0.000000 0 0.7832 0.5198 0.3411 0.9627 0.3586 0.0000 803.766 27.095 294.783
166 0.000000 0 0.7832 0.5198 0.3411 0.9627 0.3586 0.0000 803.786 27.104 294.767
167 0.000000 0 0.7832 0.5199 0.3411 0.9627 0.3586 0.0000 803.806 27.112 294.751
168 0.000000 0 0.7832 0.5199 0.3411 0.9627 0.3586 0.0000 803.807 27.112 294.751
169 0.000000 0 0.7831 0.5199 0.3411 0.9627 0.3586 0.0000 803.836 27.123 294.728
170 0.000000 0 0.7831 0.5199 0.3411 0.9627 0.3586 0.0000 803.836 27.124 294.727
171 0.000000 0 0.7831 0.5199 0.3411 0.9627 0.3586 0.0000 803.855 27.131 294.712
172 0.000000 0 0.7831 0.5200 0.3411 0.9627 0.3586 0.0000 803.885 27.141 294.688
173 0.000000 0 0.7831 0.5200 0.3411 0.9627 0.3586 0.0000 803.886 27.141 294.688
174 0.000000 0 0.7831 0.5200 0.3411 0.9627 0.3586 0.0000 803.905 27.148 294.673
175 0.000000 0 0.7831 0.5200 0.3411 0.9627 0.3586 0.0000 803.925 27.154 294.657
176 0.000000 0 0.7831 0.5201 0.3411 0.9627 0.3586 0.0000 803.935 27.157 294.649
177 0.000000 0 0.7831 0.5201 0.3411 0.9627 0.3586 0.0000 803.945 27.161 294.642
178 0.000000 0 0.7830 0.5201 0.3411 0.9627 0.3586 0.0000 803.965 27.167 294.626
179 0.000000 0 0.7830 0.5201 0.3411 0.9627 0.3586 0.0000 803.985 27.174 294.611
180 0.000000 0 0.7830 0.5201 0.3411 0.9627 0.3586 0.0000 803.986 27.174 294.610
181 0.000000 0 0.7830 0.5202 0.3411 0.9627 0.3586 0.0000 804.006 27.181 294.596
182 0.000000 0 0.7830 0.5202 0.3411 0.9627 0.3586 0.0000 804.026 27.189 294.580
183 0.000000 0 0.7830 0.5202 0.3411 0.9627 0.3586 0.0000 804.036 27.192 294.573
184 0.000000 0 0.7830 0.5202 0.3411 0.9627 0.3586 0.0000 804.046 27.197 294.565
185 0.000000 0 0.7829 0.5203 0.3411 0.9627 0.3586 0.0000 804.077 27.209 294.543
186 0.000000 0 0.7829 0.5203 0.3411 0.9627 0.3586 0.0000 804.077 27.209 294.543
187 0.000000 0 0.7829 0.5203 0.3411 0.9627 0.3586 0.0000 804.098 27.218 294.528
188 0.000000 0 0.7829 0.5203 0.3411 0.9627 0.3586 0.0000 804.119 27.228 294.514
189 0.000000 0 0.7829 0.5203 0.3411 0.9627 0.3586 0.0000 804.129 27.233 294.506
190 0.000000 0 0.7829 0.5204 0.3411 0.9627 0.3586 0.0000 804.171 27.254 294.477
191 0.000000 0 0.7829 0.5204 0.3411 0.9627 0.3586 0.0000 804.172 27.254 294.477
192 0.000000 0 0.7828 0.5204 0.3411 0.9627 0.3586 0.0000 804.192 27.265 294.463
193 0.000000 0 0.7828 0.5205 0.3410 0.9627 0.3586 0.0000 804.213 27.276 294.449
194 0.000000 0 0.7828 0.5205 0.3410 0.9627 0.3586 0.0000 804.234 27.288 294.435
195 0.000000 0 0.7828 0.5205 0.3410 0.9627 0.3586 0.0000 804.244 27.294 294.428
196 0.000000 0 0.7828 0.5205 0.3410 0.9627 0.3586 0.0000 804.255 27.300 294.421
197 0.000000 0 0.7828 0.5205 0.3410 0.9627 0.3586 0.0000 804.276 27.312 294.407
198 0.000000 0 0.7828 0.5206 0.3410 0.9627 0.3586 0.0000 804.297 27.324 294.392
199 0.000000 0 0.7827 0.5206 0.3410 0.9627 0.3586 0.0000 804.329 27.342 294.372
200 0.000000 0 0.7827 0.5206 0.3410 0.9627 0.3586 0.0000 804.340 27.347 294.365
201 0.000000 0 0.7827 0.5207 0.3410 0.9627 0.3586 0.0000 804.372 27.365 294.344
202 0.000000 0 0.7827 0.5207 0.3410 0.9627 0.3586 0.0000 804.404 27.381 294.323
203 0.000000 0 0.7826 0.5208 0.3410 0.9627 0.3586 0.0000 804.426 27.392 294.309
204 0.000000 0 0.7826 0.5208 0.3410 0.9627 0.3586 0.0000 804.436 27.397 294.302
205 0.000000 0 0.7826 0.5208 0.3410 0.9627 0.3586 0.0000 804.469 27.411 294.282
206 0.000000 0 0.7826 0.5208 0.3410 0.9627 0.3586 0.0000 804.490 27.421 294.268
207 0.000000 0 0.7826 0.5209 0.3410 0.9627 0.3586 0.0000 804.511 27.429 294.254
208 0.000000 0 0.7825 0.5209 0.3410 0.9627 0.3586 0.0000 804.543 27.441 294.233
209 0.000000 0 0.7825 0.5209 0.3410 0.9627 0.3586 0.0000 804.565 27.449 294.219
210 0.000000 0 0.7825 0.5210 0.3410 0.9627 0.3586 0.0000 804.586 27.456 294.205
211 0.000000 0 0.7825 0.5210 0.3410 0.9627 0.3586 0.0000 804.607 27.463 294.191
212 0.000000 0 0.7825 0.5210 0.3410 0.9627 0.3586 0.0000 804.618 27.467 294.184
