# Daggerfall N per-frame log -- one line per PRESENTED frame.
# No readback, no settle, no cooldown: this instrument cannot
# quiet the thing it is pointed at. Between-frames motion is
# arithmetic on adjacent lines.
# frame dt_ms game_s speed fov_y eye_x eye_y eye_z yaw pitch
164 8.3720 866.726570 0.004578 1.30900002 127.993065 22.357365 127.905212 0.000000 0.000000
165 8.2725 866.734843 0.004578 1.30900002 127.993042 22.357365 127.905243 0.000000 0.000000
166 8.3607 866.743203 0.004578 1.30900002 127.993004 22.357365 127.905258 0.000000 0.000000
167 8.3105 866.751514 0.004578 1.30900002 127.992981 22.357361 127.905289 0.000000 0.000000
168 8.3515 866.759865 0.004578 1.30900002 127.992950 22.357361 127.905304 0.000000 0.000000
169 8.3770 866.768242 0.004578 1.30900002 127.992920 22.357361 127.905334 0.000000 0.000000
170 8.5369 866.776779 0.004578 1.30900002 127.992882 22.357361 127.905350 0.000000 0.000000
171 8.1488 866.784928 0.004578 1.30900002 127.992851 22.357359 127.905380 0.000000 0.000000
172 8.2470 866.793175 0.004578 1.30900002 127.992828 22.357357 127.905403 0.000000 0.000000
173 8.3590 866.801534 0.004578 1.30900002 127.992798 22.357355 127.905426 0.000000 0.000000
174 8.3561 866.809890 0.004578 1.30900002 127.992760 22.357353 127.905441 0.000000 0.000000
175 8.3343 866.818224 0.004578 1.30900002 127.992729 22.357353 127.905472 0.000000 0.000000
176 8.3060 866.826530 0.004578 1.30900002 127.992706 22.357353 127.905487 0.000000 0.000000
177 8.3898 866.834920 0.004578 1.30900002 127.992668 22.357351 127.905518 0.000000 0.000000
178 8.2730 866.843193 0.004578 1.30900002 127.992638 22.357349 127.905540 0.000000 0.000000
179 8.3216 866.851515 0.004578 1.30900002 127.992607 22.357349 127.905563 0.000000 0.000000
180 8.3958 866.859911 0.004578 1.30900002 127.992584 22.357349 127.905586 0.000000 0.000000
181 8.2745 866.868185 0.004578 1.30900002 127.992546 22.357346 127.905602 0.000000 0.000000
182 8.3479 866.876533 0.004578 1.30900002 127.992516 22.357346 127.905624 0.000000 0.000000
183 8.2927 866.884826 0.004578 1.30900002 127.992485 22.357346 127.905647 0.000000 0.000000
184 8.3719 866.893197 0.004578 1.30900002 127.992462 22.357344 127.905670 0.000000 0.000000
185 8.3302 866.901528 0.004578 1.30900002 127.992424 22.357340 127.905693 0.000000 0.000000
186 8.3322 866.909860 0.004578 1.30900002 127.992393 22.357342 127.905716 0.000000 0.000000
