# Daggerfall N per-frame log -- one line per PRESENTED frame.
# No readback, no settle, no cooldown: this instrument cannot
# quiet the thing it is pointed at. Between-frames motion is
# arithmetic on adjacent lines.
# frame dt_ms game_s speed fov_y eye_x eye_y eye_z yaw pitch
141 8.5045 866.368981 0.004578 1.30900002 127.993820 22.357395 127.904640 0.000000 0.000000
142 8.4098 866.377391 0.004578 1.30900002 127.993797 22.357393 127.904678 0.000000 0.000000
143 8.0888 866.385479 0.004578 1.30900002 127.993774 22.357393 127.904694 0.000000 0.000000
144 8.3041 866.393784 0.004578 1.30900002 127.993729 22.357391 127.904709 0.000000 0.000000
145 8.3804 866.402164 0.004578 1.30900002 127.993713 22.357389 127.904739 0.000000 0.000000
146 8.5040 866.410668 0.004578 1.30900002 127.993668 22.357388 127.904755 0.000000 0.000000
147 8.4394 866.419107 0.004578 1.30900002 127.993637 22.357386 127.904785 0.000000 0.000000
148 8.0673 866.427175 0.004578 1.30900002 127.993607 22.357388 127.904808 0.000000 0.000000
149 8.2622 866.435437 0.004578 1.30900002 127.993584 22.357386 127.904831 0.000000 0.000000
150 8.3395 866.443776 0.004578 1.30900002 127.993561 22.357384 127.904846 0.000000 0.000000
151 8.5558 866.452332 0.004578 1.30900002 127.993530 22.357384 127.904877 0.000000 0.000000
152 8.1519 866.460484 0.004578 1.30900002 127.993500 22.357382 127.904892 0.000000 0.000000
153 8.5821 866.469066 0.004578 1.30900002 127.993462 22.357382 127.904922 0.000000 0.000000
154 8.0471 866.477113 0.004578 1.30900002 127.993423 22.357380 127.904945 0.000000 0.000000
155 8.2930 866.485406 0.004578 1.30900002 127.993393 22.357378 127.904961 0.000000 0.000000
156 8.6277 866.494034 0.004578 1.30900002 127.993362 22.357376 127.904991 0.000000 0.000000
157 8.4689 866.502503 0.004578 1.30900002 127.993332 22.357376 127.905014 0.000000 0.000000
158 7.9534 866.510456 0.004578 1.30900002 127.993309 22.357374 127.905029 0.000000 0.000000
159 8.5456 866.519002 0.004578 1.30900002 127.993271 22.357372 127.905060 0.000000 0.000000
160 8.3383 866.527340 0.004578 1.30900002 127.993240 22.357372 127.905083 0.000000 0.000000
161 8.1150 866.535455 0.004578 1.30900002 127.993217 22.357372 127.905106 0.000000 0.000000
162 8.3276 866.543783 0.004578 1.30900002 127.993187 22.357370 127.905128 0.000000 0.000000
163 8.3703 866.552153 0.004578 1.30900002 127.993156 22.357368 127.905144 0.000000 0.000000
164 8.7005 866.560854 0.004578 1.30900002 127.993118 22.357368 127.905167 0.000000 0.000000
165 8.1782 866.569032 0.004578 1.30900002 127.993088 22.357367 127.905197 0.000000 0.000000
166 8.0755 866.577107 0.004578 1.30900002 127.993073 22.357365 127.905220 0.000000 0.000000
167 8.3353 866.585443 0.004578 1.30900002 127.993034 22.357365 127.905243 0.000000 0.000000
168 8.3098 866.593752 0.004578 1.30900002 127.993004 22.357363 127.905266 0.000000 0.000000
169 8.5576 866.602310 0.004578 1.30900002 127.992973 22.357363 127.905289 0.000000 0.000000
170 8.3681 866.610678 0.004578 1.30900002 127.992935 22.357361 127.905312 0.000000 0.000000
171 8.1281 866.618806 0.004578 1.30900002 127.992905 22.357361 127.905334 0.000000 0.000000
172 8.2890 866.627095 0.004578 1.30900002 127.992874 22.357359 127.905350 0.000000 0.000000
173 8.5546 866.635650 0.004578 1.30900002 127.992844 22.357357 127.905380 0.000000 0.000000
174 8.1377 866.643788 0.004578 1.30900002 127.992821 22.357357 127.905403 0.000000 0.000000
175 8.5507 866.652338 0.004578 1.30900002 127.992783 22.357355 127.905418 0.000000 0.000000
176 8.1270 866.660465 0.004578 1.30900002 127.992760 22.357353 127.905441 0.000000 0.000000
177 8.5326 866.668998 0.004578 1.30900002 127.992722 22.357353 127.905464 0.000000 0.000000
178 8.1794 866.677177 0.004578 1.30900002 127.992706 22.357353 127.905502 0.000000 0.000000
179 8.5088 866.685686 0.004578 1.30900002 127.992676 22.357351 127.905518 0.000000 0.000000
180 8.1208 866.693807 0.004578 1.30900002 127.992645 22.357349 127.905540 0.000000 0.000000
181 8.3524 866.702159 0.004578 1.30900002 127.992599 22.357349 127.905563 0.000000 0.000000
182 8.5195 866.710679 0.004578 1.30900002 127.992577 22.357347 127.905579 0.000000 0.000000
183 8.1387 866.718817 0.004578 1.30900002 127.992554 22.357347 127.905609 0.000000 0.000000
184 8.5570 866.727374 0.004578 1.30900002 127.992516 22.357346 127.905640 0.000000 0.000000
185 8.1837 866.735558 0.004578 1.30900002 127.992485 22.357346 127.905655 0.000000 0.000000
186 8.2139 866.743772 0.004578 1.30900002 127.992462 22.357344 127.905678 0.000000 0.000000
187 8.5625 866.752335 0.004578 1.30900002 127.992432 22.357342 127.905701 0.000000 0.000000
188 8.1272 866.760462 0.004578 1.30900002 127.992386 22.357342 127.905724 0.000000 0.000000
189 8.5477 866.769009 0.004578 1.30900002 127.992363 22.357340 127.905746 0.000000 0.000000
190 8.1292 866.777139 0.004578 1.30900002 127.992340 22.357338 127.905769 0.000000 0.000000
191 8.2991 866.785438 0.004578 1.30900002 127.992294 22.357338 127.905785 0.000000 0.000000
192 8.5843 866.794022 0.004578 1.30900002 127.992264 22.357336 127.905815 0.000000 0.000000
193 8.1203 866.802142 0.004578 1.30900002 127.992241 22.357334 127.905838 0.000000 0.000000
194 8.6511 866.810794 0.004578 1.30900002 127.992210 22.357334 127.905853 0.000000 0.000000
195 8.2297 866.819023 0.004578 1.30900002 127.992180 22.357334 127.905876 0.000000 0.000000
196 8.1007 866.827124 0.004578 1.30900002 127.992142 22.357330 127.905907 0.000000 0.000000
197 8.3066 866.835431 0.004578 1.30900002 127.992126 22.357330 127.905930 0.000000 0.000000
198 8.5826 866.844013 0.004578 1.30900002 127.992096 22.357330 127.905945 0.000000 0.000000
199 8.0670 866.852080 0.004578 1.30900002 127.992065 22.357328 127.905975 0.000000 0.000000
200 8.6225 866.860703 0.004578 1.30900002 127.992027 22.357327 127.905991 0.000000 0.000000
201 8.0994 866.868802 0.004578 1.30900002 127.991989 22.357327 127.906013 0.000000 0.000000
202 8.3116 866.877114 0.004578 1.30900002 127.991966 22.357327 127.906044 0.000000 0.000000
203 8.5717 866.885685 0.004578 1.30900002 127.991936 22.357325 127.906067 0.000000 0.000000
204 8.0687 866.893754 0.004578 1.30900002 127.991913 22.357323 127.906082 0.000000 0.000000
205 8.3239 866.902078 0.004578 1.30900002 127.991882 22.357323 127.906113 0.000000 0.000000
206 8.3529 866.910431 0.004578 1.30900002 127.991844 22.357319 127.906128 0.000000 0.000000
