# Daggerfall N per-frame log -- one line per PRESENTED frame.
# No readback, no settle, no cooldown: this instrument cannot
# quiet the thing it is pointed at. Between-frames motion is
# arithmetic on adjacent lines.
# frame dt_ms game_s speed fov_y eye_x eye_y eye_z yaw pitch
# DECIMATED 1:10 from the raw DFN_FRAME_LOG (the run presented ~1150 frames/s,
# so this keeps ~115 samples per second against a 60 Hz simulation tick --
# every tick is still sampled about twice, and the quantity claimed from this
# file is a SUSTAINED DISPLACEMENT (mm of eye travel) plus the SHAPE of a
# 0.15 s ramp, neither of which decimation can hide. It is NOT a per-frame
# meander like docs/FINDING_RUN_SMEAR.md, where every frame had to be kept.
1570 0.7928 868.176843 0.000000 1.30900002 128.000000 21.725428 127.900055 0.000000 0.000000
1580 0.6761 868.185423 0.000000 1.30900002 128.000000 21.725426 127.900047 0.000000 0.000000
1590 0.7432 868.194319 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1600 0.8766 868.203179 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
1610 0.8245 868.211806 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1620 0.7457 868.220419 0.000000 1.30900002 128.000000 21.725426 127.900040 0.000000 0.000000
1630 0.6822 868.229179 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1640 0.8982 868.238263 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1650 0.8340 868.246961 0.000000 1.30900002 128.000000 21.725428 127.900055 0.000000 0.000000
1660 0.7183 868.255405 0.000000 1.30900002 128.000000 21.725428 127.900055 0.000000 0.000000
1670 0.8220 868.264139 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1680 0.8002 868.272813 0.000000 1.30900002 128.000000 21.725428 127.900055 0.000000 0.000000
1690 0.7091 868.281692 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1700 0.7565 868.290464 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1710 0.8278 868.299036 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1720 0.8887 868.307816 0.000000 1.30900002 128.000000 21.725428 127.900055 0.000000 0.000000
1730 0.8665 868.316680 0.000000 1.30900002 128.000000 21.725428 127.900055 0.000000 0.000000
1740 0.9236 868.325334 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1750 1.5047 868.334779 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1760 0.8901 868.343497 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
1770 0.7551 868.352150 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1780 0.8274 868.360876 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1790 0.6382 868.369651 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1800 0.7851 868.378245 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1810 0.8375 868.386987 0.000000 1.30900002 128.000000 21.725426 127.900047 0.000000 0.000000
1820 0.7470 868.395693 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1830 0.7304 868.404265 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1840 0.7526 868.413177 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1850 0.7480 868.421923 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
1860 0.8279 868.430632 0.000000 1.30900002 128.000000 21.725430 127.900047 0.000000 0.000000
1870 1.0009 868.439277 0.000000 1.30900002 128.000000 21.725426 127.900040 0.000000 0.000000
1880 0.8098 868.447846 0.000000 1.30900002 128.000000 21.725428 127.900055 0.000000 0.000000
1890 0.7833 868.456390 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1900 0.9245 868.464889 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1910 0.6996 868.473433 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1920 0.8310 868.481973 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
1930 0.7854 868.490651 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
1940 0.8475 868.499360 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1950 0.6987 868.507685 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
1960 0.7103 868.516248 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1970 0.9417 868.525033 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
1980 1.3932 868.534206 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1990 1.3423 868.542617 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2000 1.5006 868.551153 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2010 1.6012 868.560291 0.000000 1.30900002 128.000000 21.725428 127.900055 0.000000 0.000000
2020 0.9029 868.568955 0.000000 1.30900002 128.000000 21.725428 127.900055 0.000000 0.000000
2030 0.8150 868.577503 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2040 0.6778 868.586440 0.000000 1.30900002 128.000000 21.725430 127.900047 0.000000 0.000000
2050 0.8120 868.595078 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2060 0.7339 868.604010 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2070 0.7412 868.612563 0.000000 1.30900002 128.000000 21.725426 127.900047 0.000000 0.000000
2080 0.7684 868.621178 0.000000 1.30900002 128.000000 21.725428 127.900055 0.000000 0.000000
2090 0.8008 868.630001 0.000000 1.30900002 128.000000 21.725426 127.900040 0.000000 0.000000
2100 0.7273 868.638779 0.000000 1.30900002 128.000000 21.725426 127.900047 0.000000 0.000000
2110 0.7188 868.647595 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2120 0.7433 868.656091 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
2130 0.7059 868.665225 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2140 0.6613 868.674030 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
2150 0.7171 868.682136 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2160 1.1305 868.691098 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2170 0.9898 868.700089 0.000000 1.30900002 128.000000 21.725430 127.900047 0.000000 0.000000
2180 1.3020 868.709402 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
2190 0.9761 868.718522 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2200 0.7682 868.727176 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2210 0.7194 868.736236 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2220 0.8046 868.745028 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
2230 0.8200 868.753803 0.000000 1.30900002 128.000000 21.725430 127.900047 0.000000 0.000000
2240 0.7469 868.762427 0.000000 1.30900002 128.000000 21.725426 127.900040 0.000000 0.000000
2250 0.8463 868.770903 0.000000 1.30900002 128.000000 21.725430 127.900055 0.000000 0.000000
2260 0.7429 868.779355 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2270 0.8127 868.788121 0.000000 1.30900002 128.000000 21.725426 127.900040 0.000000 0.000000
2280 0.6813 868.796907 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2290 0.7204 868.805543 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
2300 0.7607 868.814510 0.000000 1.30900002 128.000000 21.725430 127.900047 0.000000 0.000000
2310 0.8428 868.823243 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2320 0.7357 868.831933 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2330 0.7983 868.840702 0.000000 1.30900002 128.000000 21.725430 127.900055 0.000000 0.000000
2340 0.8024 868.849449 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2350 0.8877 868.858369 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2360 1.5887 868.867976 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
2370 1.4361 868.876648 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2380 0.9325 868.885620 0.000000 1.30900002 128.000000 21.725426 127.900040 0.000000 0.000000
2390 0.8542 868.894085 0.000000 1.30900002 128.000000 21.725428 127.900055 0.000000 0.000000
2400 0.7901 868.903160 0.000000 1.30900002 128.000000 21.725430 127.900055 0.000000 0.000000
2410 0.7494 868.911659 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
2420 0.6636 868.920700 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2430 0.8917 868.929205 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2440 0.6357 868.937765 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2450 0.7330 868.946250 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2460 0.7415 868.954931 0.000000 1.30900002 128.000000 21.725428 127.900055 0.000000 0.000000
2470 0.7471 868.963302 0.000000 1.30900002 128.000000 21.725430 127.900047 0.000000 0.000000
2480 0.8314 868.971809 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2490 0.7259 868.980304 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2500 0.8475 868.989124 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2510 0.8634 868.997807 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
2520 0.7519 869.006534 0.000000 1.30900002 128.000000 21.725430 127.900047 0.000000 0.000000
2530 0.8337 869.015308 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2540 0.8524 869.023854 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2550 0.6724 869.032554 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2560 0.8517 869.041191 0.000000 1.30900002 128.000000 21.725428 127.900055 0.000000 0.000000
2570 0.7340 869.049690 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2580 1.4720 869.059371 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
2590 1.5210 869.068254 0.000000 1.30900002 128.000000 21.725430 127.900047 0.000000 0.000000
