# Daggerfall N per-frame ENVIRONMENT log -- one line per
# PRESENTED frame, taken at the set_environment() call.
# frame dark lights sun_x sun_y sun_z sun_lum amb_lum moon_light eye_x eye_y eye_z
139 0.000000 0 0.7793 0.5261 0.3403 0.9627 0.3586 0.0000 804.633 27.472 294.173
140 0.000000 0 0.7793 0.5261 0.3403 0.9627 0.3586 0.0000 804.634 27.472 294.173
141 0.000000 0 0.7793 0.5262 0.3403 0.9627 0.3586 0.0000 804.649 27.477 294.163
142 0.000000 0 0.7793 0.5262 0.3403 0.9627 0.3586 0.0000 804.670 27.483 294.148
143 0.000000 0 0.7793 0.5262 0.3403 0.9627 0.3586 0.0000 804.680 27.487 294.141
144 0.000000 0 0.7793 0.5263 0.3403 0.9627 0.3586 0.0000 804.722 27.501 294.112
145 0.000000 0 0.7793 0.5263 0.3403 0.9627 0.3586 0.0000 804.732 27.504 294.105
146 0.000000 0 0.7792 0.5263 0.3403 0.9627 0.3586 0.0000 804.753 27.512 294.090
147 0.000000 0 0.7792 0.5263 0.3403 0.9627 0.3586 0.0000 804.773 27.520 294.075
148 0.000000 0 0.7792 0.5264 0.3402 0.9627 0.3586 0.0000 804.783 27.524 294.067
149 0.000000 0 0.7792 0.5264 0.3402 0.9627 0.3586 0.0000 804.804 27.532 294.052
150 0.000000 0 0.7792 0.5264 0.3402 0.9627 0.3586 0.0000 804.804 27.533 294.051
151 0.000000 0 0.7792 0.5264 0.3402 0.9627 0.3586 0.0000 804.824 27.541 294.037
152 0.000000 0 0.7792 0.5265 0.3402 0.9627 0.3586 0.0000 804.854 27.555 294.014
153 0.000000 0 0.7791 0.5265 0.3402 0.9627 0.3586 0.0000 804.884 27.571 293.990
154 0.000000 0 0.7791 0.5265 0.3402 0.9627 0.3586 0.0000 804.885 27.572 293.990
155 0.000000 0 0.7791 0.5265 0.3402 0.9627 0.3586 0.0000 804.913 27.587 293.967
156 0.000000 0 0.7791 0.5266 0.3402 0.9627 0.3586 0.0000 804.942 27.605 293.943
157 0.000000 0 0.7791 0.5266 0.3402 0.9627 0.3586 0.0000 804.943 27.605 293.942
158 0.000000 0 0.7791 0.5266 0.3402 0.9627 0.3586 0.0000 804.961 27.617 293.928
159 0.000000 0 0.7790 0.5267 0.3402 0.9627 0.3586 0.0000 804.990 27.635 293.904
160 0.000000 0 0.7790 0.5267 0.3402 0.9627 0.3586 0.0000 805.000 27.641 293.896
161 0.000000 0 0.7790 0.5267 0.3402 0.9627 0.3586 0.0000 805.009 27.647 293.888
162 0.000000 0 0.7790 0.5267 0.3402 0.9627 0.3586 0.0000 805.028 27.659 293.872
163 0.000000 0 0.7790 0.5267 0.3402 0.9627 0.3586 0.0000 805.038 27.666 293.863
